Sample_ID,Title,Organism,Series_ID,GPL_ID,Instrument Model,SRA_ID,Library Strategy,H3K4me3_description,Tissue,Cell Line,Cell Type,Disease,Treatment,Genotype,Antibody,Feature in Title,Feature in Ab,Feature in Title or Ab
GSM2046862,ID56.H3K4me3,Homo sapiens,['GSE77260'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX1548235,ChIP-Seq,"{'chip antibody': 'H3K4me3 (5ug Abcam, AB8580)', 'Title': 'ID56.H3K4me3'}",,,,,{},{},"{'chip antibody': 'H3K4me3 (5ug Abcam, AB8580)'}",True,True,True
GSM2046865,ID57.H3K4me3,Homo sapiens,['GSE77260'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX1548238,ChIP-Seq,"{'chip antibody': 'H3K4me3 (5ug Abcam, AB8580)', 'Title': 'ID57.H3K4me3'}",,,,,{},{},"{'chip antibody': 'H3K4me3 (5ug Abcam, AB8580)'}",True,True,True
GSM2046864,ID44.H3K4me3,Homo sapiens,['GSE77260'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX1548237,ChIP-Seq,"{'chip antibody': 'H3K4me3 (5ug Abcam, AB8580)', 'Title': 'ID44.H3K4me3'}",,,,,{},{},"{'chip antibody': 'H3K4me3 (5ug Abcam, AB8580)'}",True,True,True
GSM2046866,ID60.H3K4me3,Homo sapiens,['GSE77260'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX1548239,ChIP-Seq,"{'chip antibody': 'H3K4me3 (5ug Abcam, AB8580)', 'Title': 'ID60.H3K4me3'}",,,,,{},{},"{'chip antibody': 'H3K4me3 (5ug Abcam, AB8580)'}",True,True,True
GSM1385787,IL-13 H3K4me3_ChIPseq,Homo sapiens,['GSE57637'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX541596,ChIP-Seq,{'Title': 'IL-13 H3K4me3_ChIPseq'},,TE-7,,,{},{},{'chip antibody': 'ab8580 (Abcam)'},True,False,True
GSM1385784,control H3K4me3_ChIPseq,Homo sapiens,['GSE57637'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX541593,ChIP-Seq,{'Title': 'control H3K4me3_ChIPseq'},,TE-7,,,{},{},{'chip antibody': 'ab8580 (Abcam)'},True,False,True
GSM1918602,Exp004-2_H3K4me3_1000c_Ad_BC01_150u,Homo sapiens,['GSE74359'],GPL18573,Illumina NextSeq 500,https://www.ncbi.nlm.nih.gov/sra?term=SRX1383848,ChIP-Seq,"{'histone modification': 'H3K4me3', 'Title': 'Exp004-2_H3K4me3_1000c_Ad_BC01_150u'}",,,,,{'treatment': 'none'},{},"{'histone modification': 'H3K4me3', 'experiment': 'Low_input_K562/Exp004-2'}",True,True,True
GSM1918603,Exp004-2_H3K4me3_1000c_Ad_BC02_62-5u,Homo sapiens,['GSE74359'],GPL18573,Illumina NextSeq 500,https://www.ncbi.nlm.nih.gov/sra?term=SRX1383849,ChIP-Seq,"{'histone modification': 'H3K4me3', 'Title': 'Exp004-2_H3K4me3_1000c_Ad_BC02_62-5u'}",,,,,{'treatment': 'none'},{},"{'histone modification': 'H3K4me3', 'experiment': 'Low_input_K562/Exp004-2'}",True,True,True
GSM1918600,Exp004-2_H3K4me3_100000c_Ad_BC04_10u,Homo sapiens,['GSE74359'],GPL18573,Illumina NextSeq 500,https://www.ncbi.nlm.nih.gov/sra?term=SRX1383846,ChIP-Seq,"{'histone modification': 'H3K4me3', 'Title': 'Exp004-2_H3K4me3_100000c_Ad_BC04_10u'}",,,,,{'treatment': 'none'},{},"{'histone modification': 'H3K4me3', 'experiment': 'Low_input_K562/Exp004-2'}",True,True,True
GSM1918601,Exp004-2_H3K4me3_100000c_Ad_BC05_4u,Homo sapiens,['GSE74359'],GPL18573,Illumina NextSeq 500,https://www.ncbi.nlm.nih.gov/sra?term=SRX1383847,ChIP-Seq,"{'histone modification': 'H3K4me3', 'Title': 'Exp004-2_H3K4me3_100000c_Ad_BC05_4u'}",,,,,{'treatment': 'none'},{},"{'histone modification': 'H3K4me3', 'experiment': 'Low_input_K562/Exp004-2'}",True,True,True
GSM1918606,Exp004-2_H3K4me3_1000c_Ad_BC05_4u,Homo sapiens,['GSE74359'],GPL18573,Illumina NextSeq 500,https://www.ncbi.nlm.nih.gov/sra?term=SRX1383852,ChIP-Seq,"{'histone modification': 'H3K4me3', 'Title': 'Exp004-2_H3K4me3_1000c_Ad_BC05_4u'}",,,,,{'treatment': 'none'},{},"{'histone modification': 'H3K4me3', 'experiment': 'Low_input_K562/Exp004-2'}",True,True,True
GSM1918607,Exp004-2_H3K4me3_5000c_Ad_BC01_150u,Homo sapiens,['GSE74359'],GPL18573,Illumina NextSeq 500,https://www.ncbi.nlm.nih.gov/sra?term=SRX1383853,ChIP-Seq,"{'histone modification': 'H3K4me3', 'Title': 'Exp004-2_H3K4me3_5000c_Ad_BC01_150u'}",,,,,{'treatment': 'none'},{},"{'histone modification': 'H3K4me3', 'experiment': 'Low_input_K562/Exp004-2'}",True,True,True
GSM1918604,Exp004-2_H3K4me3_1000c_Ad_BC03_25u,Homo sapiens,['GSE74359'],GPL18573,Illumina NextSeq 500,https://www.ncbi.nlm.nih.gov/sra?term=SRX1383850,ChIP-Seq,"{'histone modification': 'H3K4me3', 'Title': 'Exp004-2_H3K4me3_1000c_Ad_BC03_25u'}",,,,,{'treatment': 'none'},{},"{'histone modification': 'H3K4me3', 'experiment': 'Low_input_K562/Exp004-2'}",True,True,True
GSM1918605,Exp004-2_H3K4me3_1000c_Ad_BC04_10u,Homo sapiens,['GSE74359'],GPL18573,Illumina NextSeq 500,https://www.ncbi.nlm.nih.gov/sra?term=SRX1383851,ChIP-Seq,"{'histone modification': 'H3K4me3', 'Title': 'Exp004-2_H3K4me3_1000c_Ad_BC04_10u'}",,,,,{'treatment': 'none'},{},"{'histone modification': 'H3K4me3', 'experiment': 'Low_input_K562/Exp004-2'}",True,True,True
GSM956024,Reference Epigenome: ChIP-Seq Analysis of H3K4me3 in Human Sigmoid Colon Tissue; renlab.H3K4me3.STL001SG.01.01,Homo sapiens,['GSE16256'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX157642,ChIP-Seq,"{'experiment_type': 'Histone H3K4me3', 'chip_antibody': 'H3K4me3', 'Title': 'Reference Epigenome: ChIP-Seq Analysis of H3K4me3 in Human Sigmoid Colon Tissue; renlab.H3K4me3.STL001SG.01.01'}",,,,None,{},{},{'chip_antibody': 'H3K4me3'},True,True,True
GSM1918608,Exp004-2_H3K4me3_5000c_Ad_BC02_62-5u,Homo sapiens,['GSE74359'],GPL18573,Illumina NextSeq 500,https://www.ncbi.nlm.nih.gov/sra?term=SRX1383854,ChIP-Seq,"{'histone modification': 'H3K4me3', 'Title': 'Exp004-2_H3K4me3_5000c_Ad_BC02_62-5u'}",,,,,{'treatment': 'none'},{},"{'histone modification': 'H3K4me3', 'experiment': 'Low_input_K562/Exp004-2'}",True,True,True
GSM1918609,Exp004-2_H3K4me3_5000c_Ad_BC03_25u,Homo sapiens,['GSE74359'],GPL18573,Illumina NextSeq 500,https://www.ncbi.nlm.nih.gov/sra?term=SRX1383855,ChIP-Seq,"{'histone modification': 'H3K4me3', 'Title': 'Exp004-2_H3K4me3_5000c_Ad_BC03_25u'}",,,,,{'treatment': 'none'},{},"{'histone modification': 'H3K4me3', 'experiment': 'Low_input_K562/Exp004-2'}",True,True,True
GSM772852,ChIP-Seq analysis of H3K4me3 in human CD25- CD45RA+ naive cells; DNA_Lib 726,Homo sapiens,['GSE17312'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX088767,ChIP-Seq,"{'experiment_type': 'Histone H3K4me3', 'chip_antibody': 'H3K4me3', 'Title': 'ChIP-Seq analysis of H3K4me3 in human CD25- CD45RA+ naive cells; DNA_Lib 726'}",,,,presumed normal,{},{},{'chip_antibody': 'H3K4me3'},True,True,True
GSM2047024,H3K4me3 ChIP-seq,Homo sapiens,['GSE77267'],GPL20301,Illumina HiSeq 4000,https://www.ncbi.nlm.nih.gov/sra?term=SRX1548292,ChIP-Seq,{'Title': 'H3K4me3 ChIP-seq'},,,,,{},{},{'antibody': 'Active motif - cat# 39159 - lot# 01609004'},True,False,True
GSM1427065,H3K4me3,Homo sapiens,"['GSE59090', 'GSE59087']",GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX646124,ChIP-Seq,"{'chip antibody': 'H3K4me3 (Millipore 04-745, lot JBC1513701)', 'Title': 'H3K4me3'}",fetal liver,,,,{},{},"{'chip antibody': 'H3K4me3 (Millipore 04-745, lot JBC1513701)'}",True,True,True
GSM2060762,H3K4me3_6AN_ChIPSeq,Homo sapiens,['GSE74439'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX1583370,ChIP-Seq,"{'chip antibody': 'anti-H3K4me3 (#39159; Active Motif)', 'Title': 'H3K4me3_6AN_ChIPSeq'}",,osteosarcoma cell line U2OS stably expressing Bmal1:Luc,,,{'agent': '6AN'},{},{'chip antibody': 'anti-H3K4me3 (#39159; Active Motif)'},True,True,True
GSM2060761,H3K4me3_DMSO_ChIPSeq,Homo sapiens,['GSE74439'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX1583369,ChIP-Seq,"{'chip antibody': 'anti-H3K4me3 (#39159; Active Motif)', 'Title': 'H3K4me3_DMSO_ChIPSeq'}",,osteosarcoma cell line U2OS stably expressing Bmal1:Luc,,,{'agent': 'DMSO'},{},{'chip antibody': 'anti-H3K4me3 (#39159; Active Motif)'},True,True,True
GSM1612073,ChIP H3K4me3 AML_3,Homo sapiens,['GSE54580'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX879232,ChIP-Seq,"{'antibody target': 'H3K4me3', 'Title': 'ChIP H3K4me3 AML_3'}",AML,,,,{},{},{'antibody target': 'H3K4me3'},True,True,True
GSM1612070,ChIP H3K4me3 AML_5,Homo sapiens,['GSE54580'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX879229,ChIP-Seq,"{'antibody target': 'H3K4me3', 'Title': 'ChIP H3K4me3 AML_5'}",,,,,{},{},{'antibody target': 'H3K4me3'},True,True,True
GSM1612071,ChIP H3K4me3 AML_4,Homo sapiens,['GSE54580'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX879230,ChIP-Seq,"{'antibody target': 'H3K4me3', 'Title': 'ChIP H3K4me3 AML_4'}",AML,,,,{},{},{'antibody target': 'H3K4me3'},True,True,True
GSM1918597,Exp004-2_H3K4me3_100000c_Ad_BC01_150u,Homo sapiens,['GSE74359'],GPL18573,Illumina NextSeq 500,https://www.ncbi.nlm.nih.gov/sra?term=SRX1383843,ChIP-Seq,"{'histone modification': 'H3K4me3', 'Title': 'Exp004-2_H3K4me3_100000c_Ad_BC01_150u'}",,,,,{'treatment': 'none'},{},"{'histone modification': 'H3K4me3', 'experiment': 'Low_input_K562/Exp004-2'}",True,True,True
GSM942078,Chip Seq H3K9me3 in ER:Ras expressing IMR90 with no 4OHT with shRb SLX3603,Homo sapiens,"['GSE38442', 'GSE38448']",GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX151355,ChIP-Seq,{'chip antibody': 'H3K4me3 CMA318'},,IMR90,,,{'treatment': 'no 4OHT with shRb'},{},{'chip antibody': 'H3K4me3 CMA318'},False,True,True
GSM1612075,ChIP H3K4me3 AML_2,Homo sapiens,['GSE54580'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX879234,ChIP-Seq,"{'antibody target': 'H3K4me3', 'Title': 'ChIP H3K4me3 AML_2'}",AML,,,,{},{},{'antibody target': 'H3K4me3'},True,True,True
GSM942076,Chip Seq H3K9me3 in ER:Ras expressing IMR90 d6 4OHT SLX644,Homo sapiens,"['GSE38442', 'GSE38448']",GPL9115,Illumina Genome Analyzer II,https://www.ncbi.nlm.nih.gov/sra?term=SRX151353,ChIP-Seq,{'chip antibody': 'H3K4me3 CMA318'},,IMR90,,,{'treatment': 'd6 4OHT'},{},{'chip antibody': 'H3K4me3 CMA318'},False,True,True
GSM942077,Chip Seq H3K9me3 in ER:Ras expressing IMR90 with no 4OHT with sh-HMGA1/SIN SLX3591,Homo sapiens,"['GSE38442', 'GSE38448']",GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX151354,ChIP-Seq,{'chip antibody': 'H3K4me3 CMA318'},,IMR90,,,{'treatment': 'no 4OHT with sh-HMGA1/SIN'},{},{'chip antibody': 'H3K4me3 CMA318'},False,True,True
GSM1918598,Exp004-2_H3K4me3_100000c_Ad_BC02_62-5u,Homo sapiens,['GSE74359'],GPL18573,Illumina NextSeq 500,https://www.ncbi.nlm.nih.gov/sra?term=SRX1383844,ChIP-Seq,"{'histone modification': 'H3K4me3', 'Title': 'Exp004-2_H3K4me3_100000c_Ad_BC02_62-5u'}",,,,,{'treatment': 'none'},{},"{'histone modification': 'H3K4me3', 'experiment': 'Low_input_K562/Exp004-2'}",True,True,True
GSM1918599,Exp004-2_H3K4me3_100000c_Ad_BC03_25u,Homo sapiens,['GSE74359'],GPL18573,Illumina NextSeq 500,https://www.ncbi.nlm.nih.gov/sra?term=SRX1383845,ChIP-Seq,"{'histone modification': 'H3K4me3', 'Title': 'Exp004-2_H3K4me3_100000c_Ad_BC03_25u'}",,,,,{'treatment': 'none'},{},"{'histone modification': 'H3K4me3', 'experiment': 'Low_input_K562/Exp004-2'}",True,True,True
GSM942072,Chip Seq H3K9me3 in ER:Ras expressing IMR90 d6 4OHT with sh-Rb SLX3607,Homo sapiens,"['GSE38442', 'GSE38448']",GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX151349,ChIP-Seq,{'chip antibody': 'H3K4me3 CMA318'},,IMR90,,,{'treatment': 'd6 4OHT with sh-Rb'},{},{'chip antibody': 'H3K4me3 CMA318'},False,True,True
GSM942073,Chip Seq H3K9me3 in ER:Ras-induced senescent IMR90 with Lenti-sh-HMGA1 SLX3611,Homo sapiens,"['GSE38442', 'GSE38448']",GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX151350,ChIP-Seq,{'chip antibody': 'H3K4me3 CMA318'},,IMR90,,,{'treatment': 'Lenti-sh-HMGA1'},{},{'chip antibody': 'H3K4me3 CMA318'},False,True,True
GSM942071,Chip Seq H3K9me3 in ER:Ras expressing IMR90 d6 4OHT with sh-HMGA1/MSCV SLX3599,Homo sapiens,"['GSE38442', 'GSE38448']",GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX151348,ChIP-Seq,{'chip antibody': 'H3K4me3 CMA318'},,IMR90,,,{'treatment': 'd6 4OHT with sh-HMGA1/MSCV'},{},{'chip antibody': 'H3K4me3 CMA318'},False,True,True
GSM1722611,H3K4me3_ko_input,Homo sapiens,['GSE64642'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX1074575,ChIP-Seq,{'Title': 'H3K4me3_ko_input'},,,,,{},{'genotype/variation': 'KO'},{'antibody': 'none'},True,False,True
GSM1566896,PC9_EZH2inh_H3K4me3,Homo sapiens,['GSE64243'],GPL16791,Illumina HiSeq 2500,https://www.ncbi.nlm.nih.gov/sra?term=SRX815739,ChIP-Seq,"{'chip antibody': 'H3K4me3 (CST 9751 Lot 7)', 'Title': 'PC9_EZH2inh_H3K4me3'}",,PC9,,,{'treatment': 'EZH2i'},{},{'chip antibody': 'H3K4me3 (CST 9751 Lot 7)'},True,True,True
GSM1566895,PC9_control_H3K4me3,Homo sapiens,['GSE64243'],GPL16791,Illumina HiSeq 2500,https://www.ncbi.nlm.nih.gov/sra?term=SRX815738,ChIP-Seq,"{'chip antibody': 'H3K4me3 (CST 9751 Lot 7)', 'Title': 'PC9_control_H3K4me3'}",,PC9,,,{'treatment': 'DMSO'},{},{'chip antibody': 'H3K4me3 (CST 9751 Lot 7)'},True,True,True
GSM733650,Bernstein_NHDF-Ad_H3K4me3,Homo sapiens,['GSE29611'],GPL9115,Illumina Genome Analyzer II,https://www.ncbi.nlm.nih.gov/sra?term=SRX067401,ChIP-Seq,"{'antibody antibodydescription': 'rabbit polyclonal. Antibody Target: H3K4me3', 'Title': 'Bernstein_NHDF-Ad_H3K4me3'}",,,,,{'treatment': 'None'},{},{'antibody antibodydescription': 'rabbit polyclonal. Antibody Target: H3K4me3'},True,True,True
GSM733657,Bernstein_H1-hESC_H3K4me3,Homo sapiens,"['GSE29611', 'GSE51334']",GPL9115,Illumina Genome Analyzer II,https://www.ncbi.nlm.nih.gov/sra?term=SRX067408,ChIP-Seq,"{'antibody antibodydescription': 'rabbit polyclonal. Antibody Target: H3K4me3', 'Title': 'Bernstein_H1-hESC_H3K4me3'}",,,,,{'treatment': 'None'},{},{'antibody antibodydescription': 'rabbit polyclonal. Antibody Target: H3K4me3'},True,True,True
GSM733720,Bernstein_NHEK_H3K4me3,Homo sapiens,"['GSE29611', 'GSE51334']",GPL10999,Illumina Genome Analyzer IIx,https://www.ncbi.nlm.nih.gov/sra?term=SRX067471,ChIP-Seq,"{'antibody antibodydescription': 'rabbit polyclonal. Antibody Target: H3K4me3', 'antibody': 'H3K4me3', 'Title': 'Bernstein_NHEK_H3K4me3'}",,,,,{'treatment': 'None'},{},"{'antibody antibodydescription': 'rabbit polyclonal. Antibody Target: H3K4me3', 'antibody': 'H3K4me3'}",True,True,True
GSM733723,Bernstein_NHLF_H3K4me3,Homo sapiens,"['GSE29611', 'GSE51334']",GPL9115,Illumina Genome Analyzer II,https://www.ncbi.nlm.nih.gov/sra?term=SRX067474,ChIP-Seq,"{'antibody antibodydescription': 'rabbit polyclonal. Antibody Target: H3K4me3', 'Title': 'Bernstein_NHLF_H3K4me3'}",,,,,{'treatment': 'None'},{},{'antibody antibodydescription': 'rabbit polyclonal. Antibody Target: H3K4me3'},True,True,True
GSM945312,UW_ChipSeq_HCF_H3K4me3,Homo sapiens,['GSE35583'],GPL9052,Illumina Genome Analyzer,https://www.ncbi.nlm.nih.gov/sra?term=SRX190095,ChIP-Seq,"{'antibody antibodydescription': 'rabbit polyclonal. Antibody Target: H3K4me3', 'antibody': 'H3K4me3', 'Title': 'UW_ChipSeq_HCF_H3K4me3'}",,HCF,,,{'treatment': 'None'},{},"{'antibody antibodydescription': 'rabbit polyclonal. Antibody Target: H3K4me3', 'antibody': 'H3K4me3'}",True,True,True
GSM2308452,ChIP-seq from DOHH2 (ENCLB677ZTB),Homo sapiens,['GSE86678'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX2156866,ChIP-Seq,{'antibody': 'H3K4me3'},,DOHH2,,,{},{},{'antibody': 'H3K4me3'},False,True,True
GSM2308451,ChIP-seq from DOHH2 (ENCLB122AYK),Homo sapiens,['GSE86678'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX2156865,ChIP-Seq,{'antibody': 'H3K4me3'},,DOHH2,,,{},{},{'antibody': 'H3K4me3'},False,True,True
GSM1969546,CHG233,Homo sapiens,['GSE75898'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX1474435,ChIP-Seq,{'chip antibody': 'H3K4Me3'},Gastric Cancer Line,SNU16,,,{},{},{'chip antibody': 'H3K4Me3'},False,True,True
GSM1969540,CHG215,Homo sapiens,['GSE75898'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX1474429,ChIP-Seq,{'chip antibody': 'H3K4Me3'},Gastric Cancer Line,NCC59,,,{},{},{'chip antibody': 'H3K4Me3'},False,True,True
GSM1969543,CHG227,Homo sapiens,['GSE75898'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX1474432,ChIP-Seq,{'chip antibody': 'H3K4Me3'},Gastric Cancer Line,SNU1750,,,{},{},{'chip antibody': 'H3K4Me3'},False,True,True
GSM1479215,H3K4me3_293TREx_ChIPseq,Homo sapiens,"['GSE60411', 'GSE60409']",GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX680492,ChIP-Seq,"{'antibody': 'H3K4me3 (abcam, ab8580, lot# GR86940-1)', 'Title': 'H3K4me3_293TREx_ChIPseq'}",,,,,{},{'mouse strain': 'Human embryonic kidney cells stably expressing the tetracycline repressor protein'},"{'antibody': 'H3K4me3 (abcam, ab8580, lot# GR86940-1)'}",True,True,True
GSM1624508,304M3-B lot2_ChIPSeq experiment 1,Homo sapiens,['GSE66530'],GPL16791,Illumina HiSeq 2500,https://www.ncbi.nlm.nih.gov/sra?term=SRX897645,ChIP-Seq,{'chip antibody': 'anti-H3K4me3 (304M3-B lot 2)'},,HEK293,,,{},{},{'chip antibody': 'anti-H3K4me3 (304M3-B lot 2)'},False,True,True
GSM1624507,304M3-B lot1_ChIPSeq experiment 2,Homo sapiens,['GSE66530'],GPL16791,Illumina HiSeq 2500,https://www.ncbi.nlm.nih.gov/sra?term=SRX897644,ChIP-Seq,{'chip antibody': 'anti-H3K4me3 (304M3-B lot 1)'},,HEK293,,,{},{},{'chip antibody': 'anti-H3K4me3 (304M3-B lot 1)'},False,True,True
GSM1624506,304M3-B lot1_ChIPSeq experiment 1,Homo sapiens,['GSE66530'],GPL16791,Illumina HiSeq 2500,https://www.ncbi.nlm.nih.gov/sra?term=SRX897643,ChIP-Seq,{'chip antibody': 'anti-H3K4me3 (304M3-B lot 1)'},,HEK293,,,{},{},{'chip antibody': 'anti-H3K4me3 (304M3-B lot 1)'},False,True,True
GSM1534445,H3K4me3,Homo sapiens,['GSE62847'],GPL9115,Illumina Genome Analyzer II,https://www.ncbi.nlm.nih.gov/sra?term=SRX747575,ChIP-Seq,"{'chip antibody': 'H3K4me3', 'Title': 'H3K4me3'}",,Kasumi-1,,,{},{},{'chip antibody': 'H3K4me3'},True,True,True
GSM1035429,prolif_H3K4me3_ChIPSeq,Homo sapiens,"['GSE42213', 'GSE42211']",GPL10999,Illumina Genome Analyzer IIx,https://www.ncbi.nlm.nih.gov/sra?term=SRX204167,ChIP-Seq,"{'chip antibodies': 'H3K4me3 (04-745, Upstate)', 'Title': 'prolif_H3K4me3_ChIPSeq'}",,WI38,,,{},{'genotype/variation': 'infected with pBABE-puro-empty'},"{'chip antibodies': 'H3K4me3 (04-745, Upstate)'}",True,True,True
GSM941749,H3K4me3 ChIP-Seq analysis of UCSF-4 embryonic stem cell line (A14670),Homo sapiens,['GSE16368'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX1158112,ChIP-Seq,{'Title': 'H3K4me3 ChIP-Seq analysis of UCSF-4 embryonic stem cell line (A14670)'},Embryo ICM,UCSF-4,,,{},{},{},True,False,True
GSM617271,[E-MTAB-189] A07-H3K4me3-ChIP,Homo sapiens,['GSE25126'],GPL9052,Illumina Genome Analyzer,https://www.ncbi.nlm.nih.gov/sra?term=ERX002633,ChIP-Seq,"{'antibody target': 'H3K4me3', 'Title': '[E-MTAB-189] A07-H3K4me3-ChIP'}",,,,,{},{},"{'antibody target': 'H3K4me3', 'antibody': 'abcam cat no# ab8580'}",True,True,True
GSM451988,H3K4me3_ChIP-Seq_SCS805 (Illumina),Homo sapiens,['GSE18046'],GPL9052,Illumina Genome Analyzer,https://www.ncbi.nlm.nih.gov/sra?term=SRX016702,ChIP-Seq,"{'antibody target': 'H3K4me3', 'Title': 'H3K4me3_ChIP-Seq_SCS805 (Illumina)'}",,,,,{},{},{'antibody target': 'H3K4me3'},True,True,True
GSM1003741,poor outcome_7_H3K4me3,Homo sapiens,['GSE40867'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX186831,ChIP-Seq,{'Title': 'poor outcome_7_H3K4me3'},primary breast tumor,,,,{},{},{'chip antibody': 'ab8580 (Abcam)'},True,False,True
GSM2337952,MDA-MB-231 H3K4me3 ChIPseq biological replicate 2,Homo sapiens,"['GSE87671', 'GSE87662']",GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX2213522,ChIP-Seq,"{'antibody': 'H3K4me3', 'Title': 'MDA-MB-231 H3K4me3 ChIPseq biological replicate 2'}",breast,MDA-MB-231,,,{},{},{'antibody': 'H3K4me3'},True,True,True
GSM1435529,FB2456_H3K4me3,Homo sapiens,['GSE53837'],GPL9115,Illumina Genome Analyzer II,https://www.ncbi.nlm.nih.gov/sra?term=SRX651504,ChIP-Seq,"{'chip antibody': 'H3K4me3 (Diagenode; #pAb-003-050)', 'Title': 'FB2456_H3K4me3'}",,,,,{},{},{'chip antibody': 'H3K4me3 (Diagenode; #pAb-003-050)'},True,True,True
GSM1569565,HMC_P6_H3K4me3,Homo sapiens,['GSE64367'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX818558,ChIP-Seq,"{'antibody': 'H3K4me3', 'Title': 'HMC_P6_H3K4me3'}",,HMC-P6,,,{},{},{'antibody': 'H3K4me3'},True,True,True
GSM1435521,LCL12878_H3K4me3,Homo sapiens,['GSE53837'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX651496,ChIP-Seq,"{'chip antibody': 'H3K4me3 (Diagenode; #pAb-003-050)', 'Title': 'LCL12878_H3K4me3'}",,,,,{},{},{'chip antibody': 'H3K4me3 (Diagenode; #pAb-003-050)'},True,True,True
GSM1234021,GM18526_H3K4me3_2,Homo sapiens,['GSE50893'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX356589,ChIP-Seq,"{'antibody': 'H3K4me3', 'Title': 'GM18526_H3K4me3_2'}",,18526,,,{},{},{'antibody': 'H3K4me3'},True,True,True
GSM1615880,H3K4me3ChIPseq_1,Homo sapiens,['GSE66169'],GPL16791,Illumina HiSeq 2500,https://www.ncbi.nlm.nih.gov/sra?term=SRX885222,ChIP-Seq,"{'chip antibody': 'anti-H3K4me3 (ab8580, Abcam)', 'Title': 'H3K4me3ChIPseq_1'}",,,,,{},{},"{'chip antibody': 'anti-H3K4me3 (ab8580, Abcam)'}",True,True,True
GSM1615881,H3K4me3ChIPseq_2,Homo sapiens,['GSE66169'],GPL16791,Illumina HiSeq 2500,https://www.ncbi.nlm.nih.gov/sra?term=SRX885223,ChIP-Seq,"{'chip antibody': 'anti-H3K4me3 (ab8580, Abcam)', 'Title': 'H3K4me3ChIPseq_2'}",,,,,{},{},"{'chip antibody': 'anti-H3K4me3 (ab8580, Abcam)'}",True,True,True
GSM1435525,LCL12892_H3K4me3,Homo sapiens,['GSE53837'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX651500,ChIP-Seq,"{'chip antibody': 'H3K4me3 (Diagenode; #pAb-003-050)', 'Title': 'LCL12892_H3K4me3'}",,,,,{},{},{'chip antibody': 'H3K4me3 (Diagenode; #pAb-003-050)'},True,True,True
