GSM_ID,Organism,GSE_ID,GPL_ID,SRA_ID,Library Strategy
GSM2143326,Mus musculus,GSE64252,GPL13112,SRX1743262,chip-seq
GSM1187628,Mus musculus,GSE48960,GPL11002,SRX323782,chip-seq
GSM1187629,Mus musculus,GSE48960,GPL11002,SRX323783,chip-seq
GSM1536034,Homo sapiens,GSE62908,GPL11154,SRX749791,chip-seq
GSM826724,Mus musculus,GSE33421,GPL11002,SRX104152,chip-seq
GSM1187624,Mus musculus,GSE48960,GPL11002,SRX323778,chip-seq
GSM1187625,Mus musculus,GSE48960,GPL11002,SRX323779,chip-seq
GSM1187626,Mus musculus,GSE48960,GPL11002,SRX323780,chip-seq
GSM1187627,Mus musculus,GSE48960,GPL11002,SRX323781,chip-seq
GSM1320325,Homo sapiens,GSE54634,GPL15433,SRX461552,chip-seq
GSM1550903,Homo sapiens,GSE62742,GPL11154,SRX764582,chip-seq
GSM1187623,Mus musculus,GSE48960,GPL11002,SRX323777,chip-seq
GSM1067643,Mus musculus,GSE43654,GPL11002,SRX218753,chip-seq
GSM1000124,Mus musculus,GSE31039,GPL9250,SRX185845,chip-seq
GSM1067641,Mus musculus,GSE43654,GPL11002,SRX218751,chip-seq
GSM1067640,Mus musculus,GSE43654,GPL11002,SRX218750,chip-seq
GSM1129794,Mus musculus,GSE30919,GPL9185,SRX272067,chip-seq
GSM1067646,Mus musculus,GSE43654,GPL11002,SRX218756,chip-seq
GSM1067645,Mus musculus,GSE43654,GPL11002,SRX218755,chip-seq
GSM1067644,Mus musculus,GSE43654,GPL11002,SRX218754,chip-seq
GSM590109,Mus musculus,GSE23943,GPL11002,SRX026270,chip-seq
GSM1648665,Mus musculus,GSE67520,GPL13112,SRX977414,chip-seq
GSM1272762,Homo sapiens,GSE52617,GPL11154,SRX381328,chip-seq
GSM1648667,Mus musculus,GSE67520,GPL13112,SRX977416,chip-seq
GSM1648660,Mus musculus,GSE67520,GPL13112,SRX977409,chip-seq
GSM1000128,Mus musculus,GSE31039,GPL9250,SRX185849,chip-seq
GSM1305208,Homo sapiens,GSE53998,GPL11154,SRX425260,chip-seq
GSM1305209,Homo sapiens,GSE53998,GPL11154,SRX425261,chip-seq
GSM675178,Danio rerio,GSE27314,GPL10835,,
GSM675179,Danio rerio,GSE27314,GPL10835,,
GSM1830122,Mus musculus,GSE71215,GPL13112,SRX1115744,chip-seq
GSM1586400,Homo sapiens,GSE65049,GPL9115,,chip-seq
GSM928472,Mus musculus,GSE37821,GPL13112,SRX146546,chip-seq
GSM144660,Homo sapiens,GSE6292,GPL1454,,
GSM1309518,Mus musculus,GSE54191,GPL13112,SRX437454,chip-seq
GSM1022906,Drosophila melanogaster,GSE41700,GPL11203,SRX197578,chip-seq
GSM783882,Mus musculus,GSE31570,GPL1261,SRX093315,chip-seq
GSM2191817,Mus musculus,GSE82732,GPL13112,SRX1833603,chip-seq
GSM1671312,Mus musculus,GSE68414,GPL13112,SRX1014073,chip-seq
GSM1081561,Danio rerio,GSE44269,GPL14875,SRX235874,chip-seq
GSM286226,Mus musculus,GSE11335,GPL6813,,
GSM286227,Mus musculus,GSE11335,GPL6813,,
GSM783884,Mus musculus,GSE31570,GPL1261,SRX093317,chip-seq
GSM286225,Mus musculus,GSE11335,GPL6813,,
GSM1968631,Homo sapiens,GSE53215,GPL16558,SRX1472393,chip-seq
GSM286228,Mus musculus,GSE11335,GPL6813,,
GSM1271854,Homo sapiens,GSE52593,GPL17425,,
GSM1059383,Mus musculus,GSE43252,GPL13112,SRX213864,chip-seq
GSM1519162,Homo sapiens,GSE62063,GPL11154,SRX722359,chip-seq
GSM586872,Homo sapiens,GSE23784,GPL9052,SRX026704,chip-seq
GSM586873,Homo sapiens,GSE23784,GPL9052,SRX026705,chip-seq
GSM886529,Mus musculus,GSE36292,GPL13112,SRX127395,chip-seq
GSM400672,Drosophila melanogaster,GSE16013,GPL9058,SRX013019,chip-seq
GSM1782755,Homo sapiens,GSE70482,GPL11154,SRX1080055,other
GSM400674,Drosophila melanogaster,GSE16013,GPL9058,SRX013021,chip-seq
GSM1782756,Homo sapiens,GSE70482,GPL11154,SRX1080056,other
GSM886523,Mus musculus,GSE36292,GPL13112,SRX127389,chip-seq
GSM613881,Homo sapiens,GSE16368,GPL9115,SRX1157867,chip-seq
GSM886521,Mus musculus,GSE36292,GPL13112,SRX127387,chip-seq
GSM886520,Mus musculus,GSE36292,GPL13112,SRX127386,chip-seq
GSM886527,Mus musculus,GSE36292,GPL13112,SRX127393,chip-seq
GSM274618,Saccharomyces cerevisiae,GSE10839,GPL4131,,
GSM886525,Mus musculus,GSE36292,GPL13112,SRX127391,chip-seq
GSM886524,Mus musculus,GSE36292,GPL13112,SRX127390,chip-seq
GSM1519173,Homo sapiens,GSE62063,GPL11154,SRX722370,chip-seq
GSM1519172,Homo sapiens,GSE62063,GPL11154,SRX722369,chip-seq
GSM1519171,Homo sapiens,GSE62063,GPL11154,SRX722368,chip-seq
GSM1519170,Homo sapiens,GSE62063,GPL11154,SRX722367,chip-seq
GSM1519177,Homo sapiens,GSE62063,GPL11154,SRX722374,chip-seq
GSM1519176,Homo sapiens,GSE62063,GPL11154,SRX722373,chip-seq
GSM1519175,Homo sapiens,GSE62063,GPL11154,SRX722372,chip-seq
GSM1519174,Homo sapiens,GSE62063,GPL11154,SRX722371,chip-seq
GSM402817,Plasmodium falciparum,GSE16095,GPL8456,,
GSM2108958,Mus musculus,GSE72784,GPL16791,SRX1681433,chip-seq
GSM1519179,Homo sapiens,GSE62063,GPL11154,SRX722376,chip-seq
GSM1017409,Drosophila melanogaster,GSE41440,GPL13112,SRX193323,chip-seq
GSM669967,Homo sapiens,GSE19465,GPL9115,SRX041013,chip-seq
GSM2192173,Mus musculus,GSE82894,GPL13112,SRX1834109,chip-seq
GSM2108959,Mus musculus,GSE72784,GPL16791,SRX1681434,chip-seq
GSM307147,Mus musculus,GSE11724,GPL9185,SRX003861,chip-seq
GSM307146,Mus musculus,GSE11724,GPL9185,SRX003858,chip-seq
GSM823688,Homo sapiens,GSE33304,GPL14804,,
GSM1227065,Homo sapiens,GSE16256,GPL9052,SRX347275,chip-seq
GSM1227064,Homo sapiens,GSE16256,GPL9052,SRX347274,chip-seq
GSM1227067,Homo sapiens,GSE16256,GPL9052,SRX347277,chip-seq
GSM1227066,Homo sapiens,GSE16256,GPL9052,SRX347276,chip-seq
GSM1227069,Homo sapiens,GSE16256,GPL9052,SRX347279,chip-seq
GSM1227068,Homo sapiens,GSE16256,GPL9052,SRX347278,chip-seq
GSM307149,Mus musculus,GSE11724,GPL9185,SRX003863,chip-seq
GSM307148,Mus musculus,GSE11724,GPL9185,SRX003862,chip-seq
GSM1825777,Homo sapiens,GSE62777,GPL11154,SRX1099979,chip-seq
GSM537665,Homo sapiens,GSE17312,GPL570,SRX019891,chip-seq
GSM1258238,Mus musculus,GSE52071,GPL11002,SRX373165,chip-seq
GSM1893473,Mus musculus,GSE73426,GPL17021,SRX1287563,chip-seq
GSM1258237,Mus musculus,GSE52071,GPL11002,SRX373164,chip-seq
GSM1148520,Homo sapiens,GSE47383,GPL15802,,
GSM2046861,Homo sapiens,GSE77260,GPL11154,SRX1548234,chip-seq
GSM2046863,Homo sapiens,GSE77260,GPL11154,SRX1548236,chip-seq
GSM2046862,Homo sapiens,GSE77260,GPL11154,SRX1548235,chip-seq
GSM2046865,Homo sapiens,GSE77260,GPL11154,SRX1548238,chip-seq
GSM1918637,Homo sapiens,GSE74359,GPL18573,SRX1383883,chip-seq
GSM2046866,Homo sapiens,GSE77260,GPL11154,SRX1548239,chip-seq
GSM2191818,Mus musculus,GSE82732,GPL13112,SRX1833604,chip-seq
GSM1385787,Homo sapiens,GSE57637,GPL11154,SRX541596,chip-seq
GSM1707699,Mus musculus,GSE69707,GPL13112,SRX1054609,chip-seq
GSM1385784,Homo sapiens,GSE57637,GPL11154,SRX541593,chip-seq
GSM2232350,Mus musculus,GSE83833,GPL19057,SRX1943304,chip-seq
GSM1550942,Homo sapiens,GSE62742,GPL11154,SRX764621,chip-seq
GSM1332722,Drosophila melanogaster,GSE55257,GPL13304,SRX474609,chip-seq
GSM1180121,Mus musculus,GSE48514,GPL11002,SRX317644,chip-seq
GSM594594,Mus musculus,GSE24164,GPL9250,SRX027347,chip-seq
GSM823687,Homo sapiens,GSE33304,GPL14804,,
GSM2232399,Mus musculus,GSE83833,GPL19057,SRX1943353,chip-seq
GSM1608516,Homo sapiens,GSE62742,GPL11154,SRX876317,chia-pet
GSM1608517,Homo sapiens,GSE62742,GPL11154,SRX876318,chia-pet
GSM823686,Homo sapiens,GSE33304,GPL14804,,
GSM726807,Mus musculus,GSE29393,GPL11002,SRX063911,chip-seq
GSM726806,Mus musculus,GSE29393,GPL11002,SRX063910,chip-seq
GSM1298082,Mus musculus,GSE53649,GPL14573,,
GSM1040163,Rattus norvegicus,GSE42447,GPL16312,SRX205981,chip-seq
GSM1164901,Mus musculus,GSE48005,GPL11002,SRX306689,chip-seq
GSM1329167,Saccharomyces cerevisiae,GSE55082,GPL4131,,
GSM213724,Saccharomyces cerevisiae,GSE14453,GPL5683,,
GSM1918600,Homo sapiens,GSE74359,GPL18573,SRX1383846,chip-seq
GSM1918601,Homo sapiens,GSE74359,GPL18573,SRX1383847,chip-seq
GSM1842761,Mus musculus,GSE56312,GPL13112,SRX1133086,chip-seq
GSM1842760,Mus musculus,GSE56312,GPL13112,SRX1133085,chip-seq
GSM1918604,Homo sapiens,GSE74359,GPL18573,SRX1383850,chip-seq
GSM296192,Arabidopsis thaliana,GSE11657,GPL9062,,chip-seq
GSM956024,Homo sapiens,GSE16256,GPL9052,SRX157642,chip-seq
GSM1918608,Homo sapiens,GSE74359,GPL18573,SRX1383854,chip-seq
GSM1918609,Homo sapiens,GSE74359,GPL18573,SRX1383855,chip-seq
GSM1608518,Homo sapiens,GSE62742,GPL11154,SRX876319,chia-pet
GSM772852,Homo sapiens,GSE17312,GPL570,SRX088767,chip-seq
GSM803825,Danio rerio,GSE32483,GPL10164,SRX100784,chip-seq
GSM803824,Danio rerio,GSE32483,GPL10164,SRX100783,chip-seq
GSM1653217,Mus musculus,GSE52628,GPL13112,SRX985242,chip-seq
GSM1608519,Homo sapiens,GSE62742,GPL11154,SRX876320,chia-pet
GSM2131187,Homo sapiens,GSE80592,GPL11154,SRX1721543,chip-seq
GSM1964726,Mus musculus,GSE75722,GPL11002,SRX1465573,chip-seq
GSM803823,Danio rerio,GSE32483,GPL10164,SRX100782,chip-seq
GSM803822,Danio rerio,GSE32483,GPL10164,SRX100781,chip-seq
GSM1855846,Homo sapiens,GSE72131,GPL16791,SRX1155971,chip-seq
GSM897560,Homo sapiens,GSE36616,GPL10999,SRX130257,chip-seq
GSM849941,Mus musculus,GSE34483,GPL11002,SRX111882,chip-seq
GSM2144619,Mus musculus,GSE81203,GPL13112,SRX1745490,chip-seq
GSM2144618,Mus musculus,GSE81203,GPL13112,SRX1745489,chip-seq
GSM1260936,Homo sapiens,GSE52190,GPL9448,,
GSM1345938,Mus musculus,GSE55774,GPL11002,SRX484317,chip-seq
GSM1345939,Mus musculus,GSE55774,GPL11002,SRX484318,chip-seq
GSM1260937,Homo sapiens,GSE52190,GPL9448,,
GSM520621,Danio rerio,GSE20600,GPL10164,SRX018126,chip-seq
GSM1345937,Mus musculus,GSE55774,GPL11002,SRX484316,chip-seq
GSM610751,Mus musculus,GSE22102,GPL9250,SRX029270,chip-seq
GSM1260935,Homo sapiens,GSE52190,GPL9448,,
GSM279940,Mus musculus,GSE11074,GPL6693,,
GSM2047024,Homo sapiens,GSE77267,GPL20301,SRX1548292,chip-seq
GSM279942,Mus musculus,GSE11074,GPL6693,,
GSM279936,Mus musculus,GSE11074,GPL6693,,
GSM2026095,Homo sapiens,GSE76465,GPL15520,,chip-seq
GSM1046840,Mus musculus,GSE42629,GPL11002,SRX207545,chip-seq
GSM1323990,Mus musculus,GSE54786,GPL11002,SRX467479,chip-seq
GSM1603213,Homo sapiens,GSE65687,GPL16288,SRX867185,chip-seq
GSM1323994,Mus musculus,GSE54786,GPL11002,SRX467483,chip-seq
GSM1033552,Homo sapiens,GSE42147,GPL10999,SRX203331,chip-seq
GSM1087282,Mus musculus,GSE44588,GPL13112,SRX244354,chip-seq
GSM2060762,Homo sapiens,GSE74439,GPL11154,SRX1583370,chip-seq
GSM1087286,Gallus gallus,GSE44588,GPL13112,SRX244358,chip-seq
GSM194664,Homo sapiens,GSE7872,GPL1454,,
GSM434418,Mus musculus,GSE17387,GPL8943,,
GSM2068802,Xenopus laevis,GSE78176,GPL18936,SRX1596710,chip-seq
GSM1479923,Drosophila simulans,GSE60428,GPL11203,SRX681779,chip-seq
GSM2191274,Mus musculus,GSE82482,GPL13112,SRX1833043,chip-seq
GSM2232440,Mus musculus,GSE83833,GPL19057,SRX1943394,chip-seq
GSM1846780,Homo sapiens,GSE71848,GPL11154,SRX1136626,chip-seq
GSM434416,Mus musculus,GSE17387,GPL8943,,
GSM434417,Mus musculus,GSE17387,GPL8943,,
GSM2232491,Mus musculus,GSE83833,GPL19057,SRX1943447,chip-seq
GSM1835302,Mus musculus,GSE71474,GPL13112,SRX1122926,chip-seq
GSM1845258,Mus musculus,GSE71434,GPL18171,SRX1134795,chip-seq
GSM1845259,Mus musculus,GSE71434,GPL18171,SRX1134796,chip-seq
GSM613874,Homo sapiens,GSE16368,GPL9115,SRX1157856,chip-seq
GSM1656164,Mus musculus,GSE67790,GPL18635,SRX992476,chip-seq
GSM1656165,Mus musculus,GSE67790,GPL18635,SRX992477,chip-seq
GSM1656160,Mus musculus,GSE67790,GPL18635,SRX992472,chip-seq
GSM1565716,Mus musculus,GSE60378,GPL16791,SRX810436,chip-seq
GSM1656162,Mus musculus,GSE67790,GPL18635,SRX992474,chip-seq
GSM1656163,Mus musculus,GSE67790,GPL18635,SRX992475,chip-seq
GSM1869134,Homo sapiens,GSE72532,GPL11154,SRX1184121,chip-seq
GSM1612073,Homo sapiens,GSE54580,GPL11154,SRX879232,chip-seq
GSM1612070,Homo sapiens,GSE54580,GPL11154,SRX879229,chip-seq
GSM1612071,Homo sapiens,GSE54580,GPL11154,SRX879230,chip-seq
GSM732679,Oryza sativa,GSE29597,GPL13660,,
GSM732678,Oryza sativa,GSE29597,GPL13660,,
GSM509219,Saccharomyces cerevisiae,GSE14565,GPL1864,,
GSM509218,Saccharomyces cerevisiae,GSE14565,GPL1864,,
GSM509217,Saccharomyces cerevisiae,GSE14565,GPL1864,,
GSM509216,Saccharomyces cerevisiae,GSE14565,GPL1864,,
GSM732677,Oryza sativa,GSE29597,GPL13660,,
GSM509214,Saccharomyces cerevisiae,GSE14565,GPL1864,,
GSM509213,Saccharomyces cerevisiae,GSE14565,GPL1864,,
GSM509212,Saccharomyces cerevisiae,GSE14565,GPL1864,,
GSM509211,Saccharomyces cerevisiae,GSE14565,GPL1864,,
GSM509210,Saccharomyces cerevisiae,GSE14565,GPL1864,,
GSM2151702,Mus musculus,GSE81390,GPL17021,SRX1758544,chip-seq
GSM2151701,Mus musculus,GSE81390,GPL17021,SRX1758543,chip-seq
GSM1849868,Mus musculus,GSE72017,GPL17021,SRX1143910,chip-seq
GSM945888,Drosophila melanogaster,GSE38594,GPL13304,SRX152096,chip-seq
GSM945889,Drosophila melanogaster,GSE38594,GPL13304,SRX152097,chip-seq
GSM932942,Mus musculus,GSE38046,GPL11002,SRX148814,chip-seq
GSM1843700,Caenorhabditis elegans,GSE71720,GPL13657,SRX1132918,chip-seq
GSM1240116,Homo sapiens,GSE51176,GPL11154,SRX360383,chip-seq
GSM1722611,Homo sapiens,GSE64642,GPL11154,SRX1074575,chip-seq
GSM1566896,Homo sapiens,GSE64243,GPL16791,SRX815739,chip-seq
GSM1566895,Homo sapiens,GSE64243,GPL16791,SRX815738,chip-seq
GSM854915,Mus musculus,GSE34770,GPL15050,,
GSM1163115,Mus musculus,GSE47949,GPL13112,SRX305921,chip-seq
GSM854917,Mus musculus,GSE34770,GPL15050,,
GSM854916,Mus musculus,GSE34770,GPL15050,,
GSM1294867,Mus musculus,GSE53490,GPL13112,SRX396242,chip-seq
GSM1294866,Mus musculus,GSE53490,GPL13112,SRX396241,chip-seq
GSM1294865,Mus musculus,GSE53490,GPL13112,SRX396240,chip-seq
GSM1294864,Mus musculus,GSE53490,GPL13112,SRX396239,chip-seq
GSM1657761,Saccharomyces cerevisiae,GSE67907,GPL17342,SRX997166,chip-seq
GSM1657760,Saccharomyces cerevisiae,GSE67907,GPL17342,SRX997165,chip-seq
GSM1294869,Mus musculus,GSE53490,GPL13112,SRX396244,chip-seq
GSM1294868,Mus musculus,GSE53490,GPL13112,SRX396243,chip-seq
GSM854919,Mus musculus,GSE34770,GPL15050,,
GSM854918,Mus musculus,GSE34770,GPL15050,,
GSM1179180,Homo sapiens,GSE48457,GPL13339,,
GSM1670895,Homo sapiens,GSE68402,GPL15520,SRX1013876,chip-seq
GSM1606415,Homo sapiens,GSE65793,GPL11154,SRX871279,chip-seq
GSM1572778,Homo sapiens,GSE64504,GPL16791,SRX823971,chip-seq
GSM733650,Homo sapiens,GSE29611,GPL9115,SRX067401,chip-seq
GSM1440704,Chlamydomonas reinhardtii,GSE59629,GPL15922,SRX658239,chip-seq
GSM733657,Homo sapiens,GSE29611,GPL9115,SRX067408,chip-seq
GSM733720,Homo sapiens,GSE29611,GPL9115,SRX067471,chip-seq
GSM1033556,Homo sapiens,GSE42147,GPL10999,SRX203335,chip-seq
GSM733723,Homo sapiens,GSE29611,GPL9115,SRX067474,chip-seq
GSM1493387,Mus musculus,GSE60906,GPL13112,SRX689482,chip-seq
GSM1918603,Homo sapiens,GSE74359,GPL18573,SRX1383849,chip-seq
GSM2191512,Mus musculus,GSE82593,GPL13112,SRX1833285,chip-seq
GSM1478330,Mus musculus,GSE52123,GPL13112,SRX680471,chip-seq
GSM945312,Homo sapiens,GSE35583,GPL9052,SRX190095,chip-seq
GSM945310,Homo sapiens,GSE35583,GPL9052,SRX190093,chip-seq
GSM1199821,Mus musculus,GSE49477,GPL9185,SRX330699,chip-seq
GSM1199820,Mus musculus,GSE49477,GPL9185,SRX330698,chip-seq
GSM1179168,Homo sapiens,GSE48457,GPL13339,,
GSM1179169,Homo sapiens,GSE48457,GPL13339,,
GSM1199825,Homo sapiens,GSE49477,GPL9185,SRX330703,chip-seq
GSM1572779,Homo sapiens,GSE64504,GPL16791,SRX823972,chip-seq
GSM1199827,Homo sapiens,GSE49477,GPL9185,SRX330705,chip-seq
GSM1572249,Mus musculus,GSE59176,GPL11154,SRX835934,chip-seq
GSM1199829,Homo sapiens,GSE49477,GPL9185,SRX330707,chip-seq
GSM1199828,Homo sapiens,GSE49477,GPL9185,SRX330706,chip-seq
GSM1371923,Mus musculus,GSE56938,GPL13112,SRX522716,chip-seq
GSM1371924,Mus musculus,GSE56938,GPL13112,SRX522717,chip-seq
GSM1179167,Homo sapiens,GSE48457,GPL13339,,
GSM1782742,Homo sapiens,GSE70482,GPL11154,SRX1080042,chip-seq
GSM1033557,Homo sapiens,GSE42147,GPL10999,SRX203336,chip-seq
GSM409075,Drosophila melanogaster,GSE16245,GPL6629,,
GSM1849278,Saccharomyces cerevisiae,GSE59003,GPL13821,SRX1143268,chip-seq
GSM1479215,Homo sapiens,GSE60409,GPL11154,SRX680492,chip-seq
GSM1148556,Homo sapiens,GSE47383,GPL15802,,
GSM2069576,Homo sapiens,GSE78206,GPL18573,SRX1597477,chip-seq
GSM1721792,Mus musculus,GSE70253,GPL17021,SRX1073794,chip-seq
GSM1842762,Mus musculus,GSE56312,GPL13112,SRX1133087,chip-seq
GSM1148555,Homo sapiens,GSE47383,GPL15802,,
GSM1893617,Mus musculus,GSE73432,GPL11002,SRX1287750,chip-seq
GSM1817253,Mus musculus,GSE70753,GPL13112,SRX1091782,chip-seq
GSM1148554,Homo sapiens,GSE47383,GPL15802,,
GSM1893611,Mus musculus,GSE73432,GPL11002,SRX1287744,chip-seq
GSM1516472,Saccharomyces cerevisiae,GSE61888,GPL17582,SRX717435,chip-seq
GSM1659903,Xenopus tropicalis,GSE67974,GPL15472,SRX999331,chip-seq
GSM1148553,Homo sapiens,GSE47383,GPL15802,,
GSM1659901,Xenopus tropicalis,GSE67974,GPL15472,SRX999329,chip-seq
GSM1534445,Homo sapiens,GSE62847,GPL9115,SRX747575,chip-seq
GSM1659907,Xenopus tropicalis,GSE67974,GPL15472,SRX999335,chip-seq
GSM1033554,Homo sapiens,GSE42147,GPL10999,SRX203333,chip-seq
GSM1659905,Xenopus tropicalis,GSE67974,GPL15472,SRX999333,chip-seq
GSM1148552,Homo sapiens,GSE47383,GPL15802,,
GSM1035429,Homo sapiens,GSE42211,GPL10999,SRX204167,chip-seq
GSM1657465,Eucalyptus grandis,GSE67873,GPL20030,SRX994838,chip-seq
GSM1148551,Homo sapiens,GSE47383,GPL15802,,
GSM813769,Mus musculus,GSE32864,GPL9185,SRX100609,chip-seq
GSM1721810,Mus musculus,GSE70253,GPL17021,SRX1073812,chip-seq
GSM813767,Mus musculus,GSE32864,GPL9185,SRX100607,chip-seq
GSM2191016,Mus musculus,GSE82384,GPL13112,SRX1832835,chip-seq
GSM813765,Mus musculus,GSE32864,GPL9185,SRX100605,chip-seq
GSM2191013,Mus musculus,GSE82382,GPL13112,SRX1832870,chip-seq
GSM2191012,Mus musculus,GSE82382,GPL13112,SRX1832869,chip-seq
GSM1495632,Mus musculus,GSE61023,GPL13112,SRX694728,chip-seq
GSM941749,Homo sapiens,GSE16368,GPL9115,SRX1158112,chip-seq
GSM1241675,Homo sapiens,GSE51272,GPL6984,,
GSM2066617,Homo sapiens,GSE78096,GPL16791,SRX1592785,chip-seq
GSM1516475,Saccharomyces cerevisiae,GSE61888,GPL17582,SRX717438,chip-seq
GSM881371,Mus musculus,GSE36114,GPL9115,SRX122650,chip-seq
GSM1033555,Homo sapiens,GSE42147,GPL10999,SRX203334,chip-seq
GSM1847978,Homo sapiens,GSE71952,GPL16791,SRX1142304,chip-seq
GSM617271,Homo sapiens,GSE25126,GPL9052,ERX002633,chip-seq
GSM1338273,Homo sapiens,GSE55502,GPL9115,SRX480606,chip-seq
GSM2191493,Mus musculus,GSE82583,GPL13112,SRX1833274,chip-seq
GSM2191492,Mus musculus,GSE82583,GPL13112,SRX1833273,chip-seq
GSM1649386,Zea mays,GSE67551,GPL15463,SRX977679,chip-seq
GSM1649387,Zea mays,GSE67551,GPL15463,SRX977680,chip-seq
GSM2112608,Homo sapiens,GSE80086,GPL15520,SRX1688908,chip-seq
GSM451988,Homo sapiens,GSE18046,GPL9052,SRX016702,chip-seq
GSM581034,Danio rerio,GSE23691,GPL10835,,
GSM581033,Danio rerio,GSE23691,GPL10835,,
GSM605316,Homo sapiens,GSE16256,GPL9052,SRX027865,chip-seq
GSM363563,Saccharomyces cerevisiae,GSE14565,GPL1864,,
GSM363562,Saccharomyces cerevisiae,GSE14565,GPL1864,,
GSM363561,Saccharomyces cerevisiae,GSE14565,GPL1864,,
GSM363560,Saccharomyces cerevisiae,GSE14565,GPL1864,,
GSM456241,Mus musculus,GSE18258,GPL4128,,
GSM451987,Homo sapiens,GSE18046,GPL9052,SRX016701,chip-seq
GSM363564,Saccharomyces cerevisiae,GSE14565,GPL1864,,
GSM1435529,Homo sapiens,GSE53837,GPL9115,SRX651504,chip-seq
GSM588519,Plasmodium falciparum 3D7,GSE23787,GPL10866,SRX026767,chip-seq
GSM456240,Mus musculus,GSE18258,GPL4128,,
GSM1338275,Homo sapiens,GSE55502,GPL9115,SRX480608,chip-seq
GSM1569565,Homo sapiens,GSE64367,GPL11154,SRX818558,chip-seq
GSM1435521,Homo sapiens,GSE53837,GPL9115,SRX651496,chip-seq
GSM1234021,Homo sapiens,GSE50893,GPL11154,SRX356589,chip-seq
GSM1435523,Homo sapiens,GSE53837,GPL9115,SRX651498,chip-seq
GSM1338274,Homo sapiens,GSE55502,GPL9115,SRX480607,chip-seq
GSM1435525,Homo sapiens,GSE53837,GPL9115,SRX651500,chip-seq
GSM1435527,Homo sapiens,GSE53837,GPL9115,SRX651502,chip-seq
GSM1234020,Homo sapiens,GSE50893,GPL11154,SRX356588,chip-seq
GSM1314147,Homo sapiens,GSE54379,GPL11154,SRX448965,chip-seq
GSM1550829,Homo sapiens,GSE62742,GPL11154,SRX764508,chip-seq
GSM2191307,Mus musculus,GSE82498,GPL13112,SRX1833080,chip-seq
GSM1288402,Saccharomyces cerevisiae,GSE53241,GPL13821,SRX390618,chip-seq
GSM916966,Homo sapiens,GSE37377,GPL10999,SRX143111,chip-seq
GSM916968,Homo sapiens,GSE37377,GPL10999,SRX143113,chip-seq
GSM456244,Mus musculus,GSE18258,GPL4128,,
GSM1670914,Homo sapiens,GSE68402,GPL15520,SRX1013895,chip-seq
GSM1160200,Homo sapiens,GSE18927,GPL5188,SRX300958,chip-seq
GSM664794,Homo sapiens,GSE26988,GPL7874,,
GSM2191681,Mus musculus,GSE82670,GPL13112,SRX1833456,chip-seq
GSM664790,Homo sapiens,GSE26988,GPL7874,,
GSM251191,Oryza sativa,GSE9925,GPL6285,,
GSM1827875,Mus musculus,GSE71128,GPL13112,SRX1113414,chip-seq
GSM1871952,Mus musculus,GSE72784,GPL16791,SRX1204276,chip-seq
GSM1871953,Mus musculus,GSE72784,GPL16791,SRX1204277,chip-seq
GSM1871954,Mus musculus,GSE72784,GPL16791,SRX1204278,chip-seq
GSM1544971,Mus musculus,GSE50793,GPL13112,SRX759247,chip-seq
GSM1653214,Mus musculus,GSE52628,GPL13112,SRX985239,chip-seq
GSM409308,Homo sapiens,GSE16256,GPL9052,SRX006237,chip-seq
GSM1544972,Mus musculus,GSE50793,GPL13112,SRX759248,chip-seq
GSM1866086,Homo sapiens,GSE72468,GPL11154,SRX1177313,chip-seq
GSM958679,Plasmodium falciparum,GSE39238,GPL11248,,
GSM1653213,Mus musculus,GSE52628,GPL13112,SRX985238,chip-seq
GSM1544976,Mus musculus,GSE50793,GPL13112,SRX759252,chip-seq
GSM1847983,Homo sapiens,GSE71952,GPL16791,SRX1142309,chip-seq
GSM1372871,Homo sapiens,GSE57007,GPL10999,SRX524977,chip-seq
GSM1138825,Rattus norvegicus,GSE46822,GPL16312,SRX278555,chip-seq
GSM2191867,Mus musculus,GSE82757,GPL13112,SRX1833639,chip-seq
GSM1845287,Mus musculus,GSE71434,GPL18171,SRX1134824,chip-seq
GSM922787,Homo sapiens,GSE37583,GPL9115,SRX144715,chip-seq
GSM2232474,Mus musculus,GSE83833,GPL19057,SRX1943430,chip-seq
GSM669889,Homo sapiens,GSE17312,GPL570,SRX040935,chip-seq
GSM1102800,Homo sapiens,GSE18927,GPL5188,SRX252737,chip-seq
GSM2192052,Mus musculus,GSE82838,GPL13112,SRX1833907,chip-seq
GSM1390709,Mus musculus,GSE57807,GPL13112,SRX547092,chip-seq
GSM1550931,Homo sapiens,GSE62742,GPL11154,SRX764610,chip-seq
GSM1550932,Homo sapiens,GSE62742,GPL11154,SRX764611,chip-seq
GSM1187630,Mus musculus,GSE48960,GPL11002,SRX323784,chip-seq
GSM1550934,Homo sapiens,GSE62742,GPL11154,SRX764613,chip-seq
GSM1669422,Arabidopsis thaliana,GSE68370,GPL9302,SRX1012900,chip-seq
GSM1669421,Arabidopsis thaliana,GSE68370,GPL9302,SRX1012899,chip-seq
GSM1410406,Mus musculus,GSE58407,GPL13112,SRX590338,chip-seq
GSM1000110,Mus musculus,GSE31039,GPL9250,SRX185831,chip-seq
GSM1619970,Mus musculus,GSE66338,GPL17021,SRX892433,chip-seq
GSM1000114,Mus musculus,GSE31039,GPL9250,SRX185835,chip-seq
GSM1845286,Mus musculus,GSE71434,GPL18171,SRX1134823,chip-seq
